cleanTweets,sentiment,neg,neu,pos
please confirm still et free cake pastry azura et Costa coffee And part ultimate drinks packa e I find answer faq Tia,positive,0.0,0.656,0.344
Come next GE Kevin likely oin workin coffee shop day doin dram ni ht We start callin Kevin Costa Can wait see star Wankerworld,neutral,0.0,1.0,0.0
I feel drive see Norfolk countryside ive way Costa Coffee MacDonalds I want support local business I want brave Broadland Northway,positive,0.0,0.617,0.383
Winster Court arden comin Trip Home Bar ins arden stuff Costa Coffee refreshments Thankyou Jim cuttin rass,neutral,0.0,1.0,0.0
Costa Coffee near area Mumbai closed Really ood coffee hi hest caffeine content,neutral,0.0,1.0,0.0
Plans brin drive thru Costa Coffee Popeye Chicken town pulled,neutral,0.0,1.0,0.0
May Mid term Al aber Costa coffee house,neutral,0.0,1.0,0.0
We deli hted welcomin franchise roup companies We several Costa Coffee Barista Barista Maestro positions available well seasonal roles waterpark amp caterin,positive,0.0,0.909,0.091
Nothin like Starbucks Costa could et somethin called frothy coffee Yo hurt appeared around I lived scared eat Cheese came sorts red amp white There TV channels broadcast durin evenin,negative,0.181,0.747,0.072
Costa coffee bradford,neutral,0.0,1.0,0.0
Amelia nearby Costa coffee enjoy coffee brands ood evenin,positive,0.0,0.714,0.286
This fact TERFS hu e Ran ers also think Costa Coffee ood,neutral,0.0,1.0,0.0
Whenever opportunity arises option commercial coffee always appeal variety reasons I talkin Starbucks Costa et al Just ive piece flask middle nowhere I happy Larry,negative,0.112,0.784,0.104
Hey Starbucks amp Costa If oin name drinks stupid lan ua e roll eyes I order litchy litchy yaya yaya mocha latte yaya I want fuckin coffee,negative,0.127,0.824,0.049
Tarun Jain departs Costa Coffee join Tim Hortons India CEO,positive,0.0,0.804,0.196
Here reat article Food amp Wine Ma azine partner Costa Tequila Costa Cafe coffee liqueur made Mexican coffee ets infused Costa Hi Lo tequila Talk delicious,positive,0.0,0.871,0.129
Wait kinda mad secondary school Costa ads sold Costa coffee products last year I year senior year I like brother school sellin However I UK new brand us still fuckin weird,negative,0.143,0.779,0.078
Every time I Weston I Costa et iced coffee purple haired irl works fucks every sin le time,negative,0.324,0.676,0.0
Obli atory coffee pic I come little afield today I since pre pandemic It busier I doin alri ht ish Needed break I hidin Costa bit,neutral,0.0,1.0,0.0
Si ests por el west aunque lo dudo Cabrera Coffee Brew House en Plaza Paseo Costa Verde TOP,positive,0.0,0.87,0.13
Ach das war Costa Coffee da knnte man auch zb zu Starbucks ehen man wei vorher es wird teuer ulr la der mittlere Kaffee mit Karamell auch schon ber aber dann noch der Aufschla hm nee,negative,0.1,0.9,0.0
A e youn Hei ht Shoe size Tattoos Piercin Fave colour reen blue Fave drink Barry tea Costa coffee Music Pro rock Punk New Romantics Vinyl,positive,0.0,0.707,0.293
So stoked One absolute favorite creative eniuses podcast Newest episode fav neuroscientists Perfect way spend mornin sippin fresh costa rican coffee takin plant cuttin nursery Link,positive,0.0,0.585,0.415
Please think local traders increased traffic air pollution cars queuin drive throu h entitled eneration round drive hu e x et branded coffee,positive,0.0,0.723,0.277
Havin little rest walk back home Costa coffee I lovely lunch beautiful day,positive,0.0,0.565,0.435
Edinbur h Costa Coffee shop announces sudden closure note stuck door,negative,0.182,0.818,0.0
Shortlands amp Park Lan ley SNT holdin Cuppa Copper session Wednesday pm pm The venue Costa Coffee Westmoreland Road Everyone welcome whether somethin discuss want meet local police,positive,0.0,0.858,0.142
costa coffee,neutral,0.0,1.0,0.0
lol man aint lyin coffee never round coffee makin plus always bou ht cheap fol ers ot thin like lemme see nei hbor talkin whole bean costa rican blend hooked,positive,0.0,0.841,0.159
Srsly oat costa coffee horrible I still cannot fi ure made decide et thin sell,negative,0.212,0.788,0.0
COSTA COFFEE,neutral,0.0,1.0,0.0
fuck costa coffee massive,negative,0.538,0.462,0.0
Good mornin happy Wednesday This mornin coffee home Costa job search shoppin collect Avon books later,positive,0.0,0.68,0.32
We deli hted welcomin franchise roup companies We several Costa Coffee Barista Barista Maestro positions available well seasonal roles waterpark amp caterin,positive,0.0,0.909,0.091
COSTA COFFEE M L LINE,neutral,0.0,1.0,0.0
Coffee time,neutral,0.0,1.0,0.0
Costa meetin worst Coffee patch Starbucks,negative,0.451,0.549,0.0
Costa Coffee Coca Cola brand increases presence top Indian cities,positive,0.0,0.833,0.167
hello bou ht bottle costa iced coffee one stores separated,neutral,0.0,1.0,0.0
Costa Coffee refreshes brand positionin encoura es consumers express throu h YouxCosta campai n Best Media Info,positive,0.0,0.769,0.231
hi I lost Costa coffee card I et replacement,negative,0.277,0.723,0.0
Can I ask put post Is havin someone drinkin drivin arrested attacked others Costa coffee starbucks And wanted police investi ate abuse towards customers,negative,0.34,0.66,0.0
Plans Costa Coffee Popeye Chicken drive thrus Glenrothes scrapped,neutral,0.0,1.0,0.0
Plans Costa Coffee Popeye Chicken drive thrus Glenrothes scrapped,neutral,0.0,1.0,0.0
Plans Costa Coffee Popeye Chicken drive thrus Glenrothes scrapped,neutral,0.0,1.0,0.0
Makes ry people drink drive dru often et cau ht people like condemn McDonald Costa Coffee puttin drivers risk dru people like I wanted traffic campai n arrest server,negative,0.208,0.645,0.147
Did know Our servery Insta ram pa e eatqecolle e currently runnin poll coffee outlet open new development Are team Costa Coffee team Starbucks,neutral,0.0,1.0,0.0
Starbucks shit coffee We drink costa,negative,0.419,0.581,0.0
Hello free coffee Get quick buildin contents insurance quote midni ht May ive Costa Coffee Gift Card Tasty For info visit T amp Cs apply,positive,0.0,0.78,0.22
Okay first time try Iced Caffe Latte BaskBear Hmmm jek amp ak mild atas sikit dari Costa Coffee Patut tadi beli Gi Coffee jek sebelah dia sebab SIL la suka noo BaskBear ula tu So kita layankan je la,positive,0.0,0.952,0.048
Costa coffee,neutral,0.0,1.0,0.0
Tune What Costa Your Coffee podcast hear stories deserves heard,neutral,0.0,1.0,0.0
Summer come early Costa Coffee,neutral,0.0,1.0,0.0
Have tried coronation chicken toastie Costa Coffee yet Tuck tasty treat quick available limited time,positive,0.108,0.739,0.153
Coca Cola Costa Coffee bets bi India ramp presence top cities,positive,0.0,0.847,0.153
I feel Costa Coffee comin,neutral,0.0,1.0,0.0
Our Outreach Consultant Jane Costa Coffee Lon Eaton tomorrow It monthly Peer Support Group everyone welcome,positive,0.0,0.625,0.375
Oh I fan Costa coffee It pretty flavourless try avoid coffee best I,positive,0.116,0.37,0.513
Costa Coffee bettin bi rampin presence top cities run franchise partner Devyani International plans stren span India presence next three years,positive,0.0,0.917,0.083
The menu launches tomorrow,neutral,0.0,1.0,0.0
Costa Coffee launches new campai n YOUxCOSTA,neutral,0.0,1.0,0.0
Can put Costa Coffee like St Andrews Sq,positive,0.0,0.737,0.263
Baru sin ah tadi beli coffee costa dapat free ift nasik lemak,negative,0.213,0.592,0.195
Costa revealed summer menu launchin week,neutral,0.0,1.0,0.0
Hey That excellent Costa Rica sock It always prepared coffee Do still I know,positive,0.0,0.663,0.337
COSTA COFFEE Gamin,neutral,0.0,1.0,0.0
COSTA COFFEE GW,neutral,0.0,1.0,0.0
Jaipuria dau hter Devyani runs Devyani International operates fast food chains like KFC Pizza Hut Costa Coffee Jaipuria con lomerate RJ Corp involved several sectors healthcare education fast food bevera es,positive,0.0,0.923,0.077
Ah Costa Rican coffee,neutral,0.0,1.0,0.0
Todays lovely chill service I better ppl makin coffees day staff mil ettin daytime irlies bubble tea Rex transferred costa rewards bc I look like I spend much coffee vibe,positive,0.0,0.652,0.348
In Costa Rica coffee farmin job family tradition climate chan e may force coffee producer ive farms,neutral,0.0,1.0,0.0
I think half joked Costa Starbucks takin space At least hintin independent coffee trader installed point,positive,0.0,0.859,0.141
Yes passed away Greenwich Costa Coffee came London offerin fucks kids Man thief bad look They roomed kids Irish Prince Andrew Bonarek rest Polish traffickers,negative,0.297,0.623,0.08
Climate chan e posin severe threat Costa Rica coffee farmers country causin temperature increase erratic rainfall patterns complicatin crop yields plannin,negative,0.237,0.672,0.091
Workin new commercial product photo raphy Today subject sensory overload Exotic Coffee Beans Rainforests Costa Rica Which favourite,negative,0.128,0.872,0.0
I mean clearly bollocks lid already lar e full top Just Costa baristas know doin Lar e actual coffee well,positive,0.0,0.68,0.32
Today Paid pedicure Costa coffee x,neutral,0.0,1.0,0.0
Costa Coffee More like Costa bloody fortune,negative,0.289,0.456,0.255
COCONUT COCO ICED COFFEE JACO BEST ICED COFFEES World Famous Costa Rica OVER DIFFERENT GOURMET BURGERS Ph amp Whatsapp Order Now Or Download Our Apps Android Or Apple,positive,0.0,0.846,0.154
New blo post Sharin experiences amazin Costa Rican coffee,neutral,0.0,1.0,0.0
Anyone local I packet Costa coffee I use I coffee machine Expires end month North Manchester area,neutral,0.0,1.0,0.0
Fresh roasted coffee ba sin le ori ins overflowin roastery inside Sweet Union Brewin This week featurin li ht medium roast Ethiopia Guji medium roast Costa Rica medium dark roast Brazil,positive,0.098,0.759,0.144
But costa coffee,neutral,0.0,1.0,0.0
Yea like Arabica top notch quality black like Costa caramel frappuccino latte black Not real deal still coffee typa black You et,positive,0.0,0.736,0.264
Free coffee costa rewards tomorrowwwwwwwwwww,positive,0.0,0.319,0.681
Yes use last used Saturday Costa Coffee Northwick Park Hospital nr Harrow Smiths,positive,0.0,0.816,0.184
Hello free coffee Get quick buildin contents insurance quote midni ht May ive Costa Coffee Gift Card Tasty For info visit T amp Cs apply,positive,0.0,0.78,0.22
The UK eous Never knew reat time Your COSTA COFFEE lovely place lovely visit,positive,0.0,0.612,0.388
Osias Mendes da Costa Brazillian coffee consultant performs carbon accountin coffee farms believes enerate many jobs comin years,neutral,0.0,1.0,0.0
We meetin Thursday University Centre Costa network social Join us coffee chat mint tea pm late caffeine,positive,0.0,0.879,0.121
Not even coffee toastie Costa example,neutral,0.0,1.0,0.0
COSTA COFFEE,neutral,0.0,1.0,0.0
Thanks Costa Rican coffee Best I ever tasted,positive,0.0,0.413,0.587
Pausa em Manchester num Costa Coffee para trabalhar em comisses especiais,neutral,0.0,1.0,0.0
remember sittin costa coffee listenin first time available always,neutral,0.0,1.0,0.0
First time phone Costa coffee ripley,neutral,0.0,1.0,0.0
Now see Costa coffee lol,positive,0.0,0.588,0.412
encoura es consumers express new campai n The de ree campai n includes OOH print ads di ital social media store consumer journey,neutral,0.0,1.0,0.0
GIGAZINE,neutral,0.0,1.0,0.0
Good afternoon If would like chat local PCSO please come alon today Tesco Costa Coffee Barn Road Con leton Cafe I pm pm No appointment needed pop Look forward seein,positive,0.063,0.716,0.221
I think bein able et kind costa coffee product every minor inconvinience I would killed already,negative,0.226,0.603,0.171
Any Idea starts well coffee,positive,0.0,0.656,0.344
Resident enjoyin Coffee local Costa,neutral,0.0,1.0,0.0
,neutral,0.0,0.0,0.0
Check product Costa Rica LifeWay Coffee Co startin Shop,neutral,0.0,1.0,0.0
Costa Coffee summer menu Full list food drinks comin chain,neutral,0.0,1.0,0.0
Costa Coffee The Avenues Mall Phase th Rin Rd Kuwait,neutral,0.0,1.0,0.0
Why would anyone drink coffee costa It dis ustin,neutral,0.0,1.0,0.0
Costa Coffee encoura es consumers express latest ad,neutral,0.0,1.0,0.0
Costa perfect people like coffee,positive,0.0,0.326,0.674
My Mornin Routine Say GM Drink Costa Rican Coffee Shower Sit computer De en hrs,neutral,0.0,1.0,0.0
From Blueberry Bubble Frapp Grilled Pepper Mozzarella amp Pesto Pizzetta,neutral,0.0,1.0,0.0
Get quote Police Mutual Car Insurance May rab treat us Choose e ift card one Sainsbury Gre Costa Coffee Find,positive,0.0,0.87,0.13
Costa revealed summer menu launchin week,neutral,0.0,1.0,0.0
Cocaine dealer havin coffee Costa,neutral,0.0,1.0,0.0
Thank joinin What Costa Your Coffee podcast seeds planted Mt El U anda cozy lattes Brid e Street Cardiff,positive,0.0,0.865,0.135
I best coffee machine like billion types coffee office think wantin et coffee Costa across street,positive,0.0,0.66,0.34
costa coffee ss,neutral,0.0,1.0,0.0
Just carry flask ffs A jar coffee lar e costa quid Says,negative,0.297,0.703,0.0
COSTA COFFEE GW,neutral,0.0,1.0,0.0
Oi I Costa coffee feels like put somethin ille al I shakin like leaf,positive,0.0,0.667,0.333
Lovely staff helpful friendly Make ood coffee Tesco Sidcup Costa x,positive,0.0,0.417,0.583
This week beans The Hub Coffee Roaster Costa Rica Brin healin chair sip fav drink us,positive,0.0,0.833,0.167
Just week welcome di ital business leaders HSBC The Scouts Mastercard Costa Coffee Financial Ombudsman Citi LNER Royal Navy amp share enterprise di ital transformation insi hts,positive,0.0,0.828,0.172
Costa nicer coffee And cheaper,positive,0.0,0.58,0.42
Make mornin special Copper Coffee Box Coffee Box includes variants Brazil Novo Horizonte Costa Rica Guatemala Blue Ayarza Indonesia Batak,positive,0.0,0.876,0.124
Ground coffee beans The better stuff online supermarkets expensive,positive,0.0,0.734,0.266
Update I ot costa coffee today ot costa sucks,negative,0.263,0.737,0.0
Costa coffee tastes like faeces,positive,0.0,0.615,0.385
I always et say Costa I want coffee size small bath tub,positive,0.0,0.874,0.126
Costa worst coffee ever I always ret,negative,0.451,0.549,0.0
Mmmmm smackyDs breakfast However coffee mediocre best Better Costa still mediocre,positive,0.0,0.559,0.441
In meal deal include cheapest items deal For example I buyin Costa coffee Pepsi p include deal,neutral,0.0,1.0,0.0
I ot kitchen service mornin coffee like business bitch reebok classics power suit I also ot Costa tastes like tepid brown watery poster paint Dirt,negative,0.205,0.629,0.166
Costa coffee hate,negative,0.649,0.351,0.0
Find ordeal ettin two Costa Coffee fair play,positive,0.0,0.561,0.439
Maybe someone bou ht Costa coffee support Never jud e book,positive,0.0,0.769,0.231
PM Coca Cola COSTA COFFEE PET,neutral,0.0,1.0,0.0
Fuckin waitin forever line Costa cunt decided brin kids breakfast It Tuesday mornin let rab coffee ffs,negative,0.318,0.682,0.0
They closed unexpectedly,neutral,0.0,1.0,0.0
Sure costa put ecstacy coffee lmaoo,positive,0.0,0.377,0.623
Costa Coffee Salted Caramel Latte Sachets Drinks,neutral,0.0,1.0,0.0
Reshma turned store studio What waitin Grab colours hit nearest Costa Coffee outlet,neutral,0.0,1.0,0.0
When I return Costa Rica I alwayz ba full coffee lbs ba full cookies amp sweets lbs,positive,0.0,0.814,0.186
And coffee mu pinched Costa Look I make rules either It,neutral,0.0,1.0,0.0
Who love walkin around Liverpool irlfriend D With Costa Coffee D,positive,0.0,0.656,0.344
Sin ah Shell Beli coffee dia Costa,negative,0.375,0.625,0.0
Costa people like weak coffee lar e shot medium want filled top taste coffee If want anythin Costa tastes coffee flat white,positive,0.112,0.62,0.267
Have noticed Costa coffee havin many issues lack staff Even today local Costa closed due sickness Anecdotally somethin franchise owners Many payin less minimum wa e You et loyalty undervalued staff,positive,0.068,0.828,0.104
Food bank rubbish St Geor e see queuin costa coffee,neutral,0.0,1.0,0.0
Non offenderti per quello che sto per scrivere Veramente io non ce l ho con te Non ti conosco mi sono andato uardare la tua bio Io sono del Praticamente siamo coetanei La mia esperienza Londra stata un ostello e sfan armi l affitto con Costa Coffee Tu,negative,0.048,0.952,0.0
Use Costa machine play ame Use medium cup push button lar e coffee works treat,positive,0.0,0.702,0.298
Yes ot feet watchin tv love costa coffee bet nice sittin balcony sat last ni ht havin wine I eaten Easter e I ot nieces dau hter x x,positive,0.0,0.684,0.316
Costa coffee little free whipped cream ies UK,positive,0.0,0.7,0.3
COSTA IS LIKE K FOR COFFEE,positive,0.0,0.615,0.385
parents drink coffee lame ass cappuccinos like Costa overpriced coffee place,negative,0.375,0.476,0.149
TRADITIONAL TRADICIONAL ICED COFFEE World Famous Costa Rica Jaco Top Restaurant OVER DIFFERENT GOURMET BURGERS Ph amp Whatsapp Order Now Or Apps Android Or Apple,positive,0.0,0.93,0.07
,neutral,0.0,0.0,0.0
The Costa Rica Good News Report Enjoy GOOD NEWS mornin coffee,positive,0.0,0.451,0.549
The Costa Rica Good News Report Enjoy GOOD NEWS mornin coffee,positive,0.0,0.451,0.549
The Costa Rica Good News Report Enjoy GOOD NEWS mornin coffee,positive,0.0,0.451,0.549
excited costa baristas developed mind readin capabilities intended say vanilla latte said caramel instead im stupid barista repeats back vanilla confirmation coffee wanted,negative,0.127,0.784,0.09
Welcome April New Members Contra Costa Fitness Deans Co Fairway Independent Mort e Corp Team Alvarado Gratitude Coffee Bar Happy Little Faces Open Mort e Re alos de Dios Inc Remix Racin Smart Heatin Air Conditionin Writin Cherry,positive,0.0,0.677,0.323
Why costa coffee Next Oxford street always full poos pinhead fat arse Somalians Sideshow Bob hair,neutral,0.0,1.0,0.0
All day ride Sunday th May This month day ride led Steve Puckerin Lando Please meet Costa Coffee Marsh Mills Plymouth PL LX candy hero rades ready briefin prompt departure miles,positive,0.0,0.769,0.231
COSTA COFFEE,neutral,0.0,1.0,0.0
Top Coffee ZUS Spanish Latte Tadi aku baran pulak lama tak beli Costa per la ambil Iced Vanilla Latte tp rasa harey benci aku dah la tak berapa murah FIX IT,positive,0.0,0.943,0.057
They closed unexpectedly,neutral,0.0,1.0,0.0
I seen flapjacks even coffee shop sells Costa Coffee missin trick bou ht loads mornin coffee,negative,0.079,0.921,0.0
GIGAZINE,neutral,0.0,1.0,0.0
I understand former Deputy Leader Labour Party The Rt Hon Baron Tom Watson Wyre Forest euthanised last ni ht mistakenly ested twelve salted caramel dou hnuts caused superficial dama e West Bromwich Costa Coffee He,positive,0.061,0.864,0.075
headin costa coffee reader may join,positive,0.0,0.694,0.306
Use Costa app like et bean start first purchase Costa handcrafted drink That halfway towards free one,positive,0.0,0.721,0.279
Volcan Azul Costa Rican coffee added Wasted De rees Volcano stout A lon extraction process enabled coffee impart flavours red apple brown su ar tropical fruit perfect pairin malt amp hops create beer character amp complexity,positive,0.077,0.743,0.18
It takeaway places sell coffee Not Costa,neutral,0.0,1.0,0.0
Exactly Best en e enforcers certain ri ht contest action court Do nothin In case I also tellin Costa coffee would bou ht elsewhere,positive,0.0,0.76,0.24
Got Costa coffee way food help boost Dopamine levels Take lunch usually But assessment month I enterin behind So I need help I et,positive,0.0,0.713,0.287
Ye saya suka Costa Coffee,neutral,0.0,1.0,0.0
Free Costa Drink If love coffee et free one Costa Click GET FREEBIE Let us know works brand new freebies inbox every day,positive,0.0,0.512,0.488
Costa Coffee,neutral,0.0,1.0,0.0
Costa Coffee Shrewsbury shoppin centre iven two five hy iene ratin Shropshire Star,neutral,0.0,1.0,0.0
Havin le Costa Rican breakfast coffee amp tamales,neutral,0.0,1.0,0.0
Costa Rica Palmichal Tarrazu LB Green Unroasted Coffee Beans Arabica Beans Direct Trade NHUYOSQ,neutral,0.0,1.0,0.0
Exclusive interview Costa Rican President Rodri Chaves Video Known coffee idyllic environment Costa Rica ranks hi hly human development happiness indexes What makes Central,positive,0.0,0.812,0.188
Aw Costa coffee,neutral,0.0,1.0,0.0
Any le al twitter buddies help please I private carpark ticket courtesy havin coffee Costa I realised limit hour Are tickets enforceable I told I received debt recovery letter Advice,positive,0.078,0.688,0.234
GIGAZINE,neutral,0.0,1.0,0.0
one ot know costa coffee ot,neutral,0.0,1.0,0.0
This consultant survives coffee Whenever I see drinkin Costa coffee cups hours uff,neutral,0.0,1.0,0.0
GIGAZINE,neutral,0.0,1.0,0.0
Went today buy coffee told Karen backroom amp explode head fiver Bet owd et treatment bein Top Top Top Top Top Top ex footballin celebrity,positive,0.0,0.638,0.362
Coffee always must whether I et sleep lol Currently drinkin erbread latte Costa I remember dreams last ni ht,positive,0.0,0.732,0.268
Niat nak beli costa coffee je bein finest,neutral,0.0,1.0,0.0
Makin final days MP electorate send back workin Costa coffee,neutral,0.0,1.0,0.0
A Costa Coffee store Shrewsbury received two five hy iene ratin told improvement necessary comes cleanliness condition facilities buildin,positive,0.0,0.85,0.15
Kecewa ah dapat costa coffee ive tasted previously Dah ah ten ah cravin c,neutral,0.0,1.0,0.0
Ba wholebean coffee packed oodness hi hest mountain Costa Rica A vi orous complex blend perfect brisk walk lazy afternoon,positive,0.105,0.672,0.223
Ima ine orderin deliveroo Costa et COFFEE Ffs I ive today,negative,0.297,0.703,0.0
Ima ine orderin deliveroo Costa et COFFEE Ffs I ive today,negative,0.297,0.703,0.0
For espresso lover like surprisin thou h Dunkin always way ahead Costa startbuks Gloria Jeans Horton etc whose main product coffee,positive,0.0,0.741,0.259
The Vatican Sq Kilometres hardly room Costa Coffee cinema,neutral,0.0,1.0,0.0
You connected Costa Coffee That ood start day,neutral,0.0,1.0,0.0
Careful lads Costa coffee,positive,0.0,0.652,0.348
Havin coffee better half ready watch She tickets see time round Perfect way spend,positive,0.0,0.547,0.453
coffee must stron costa,neutral,0.0,1.0,0.0
If bored today BH Monday want somethin new join outside Costa Coffee Abin ton Street Northampton pm You able learn new skills takin photos phone camera meet new photo raphers creators etc,positive,0.061,0.838,0.101
